"gene","sample","expression"
"Gpr179","GSM2545346",40
"Pou4f1","GSM2545346",8
"Tmprss3","GSM2545346",38
"Prl2c2","GSM2545346",10
"Slc35b1","GSM2545346",1555
"Myoc","GSM2545346",248
"Cartpt","GSM2545346",12
"Tchh","GSM2545346",61
"H2-Q2","GSM2545346",31
"Ascl1","GSM2545346",108
"Crhr1","GSM2545346",2244
"Gm4017","GSM2545346",13
"Impg1","GSM2545346",30
"Rxfp3","GSM2545346",15
"AI504432","GSM2545346",835
"Mpo","GSM2545346",8
"Oxtr","GSM2545346",15
"Usp2","GSM2545346",4287
"Lor","GSM2545346",15
"Srrm4","GSM2545346",3273
"Slc35g1","GSM2545346",240
"Tceal6","GSM2545346",1045
"Dach2","GSM2545346",79
"Lgr6","GSM2545346",220
"Kcna4","GSM2545346",181
"Zfyve28","GSM2545346",3323
"Hps4","GSM2545346",512
"Ucp3","GSM2545346",107
"Mettl17","GSM2545346",784
"Atg9b","GSM2545346",67
"Usp3","GSM2545346",4740
"Acta2","GSM2545346",210
"Wdr24","GSM2545346",611
"Zw10","GSM2545346",1428
"Ubtd2","GSM2545346",2623
"Slc6a4","GSM2545346",5
"Cog1","GSM2545346",1625
"S100a9","GSM2545346",144
"Nadk","GSM2545346",2111
"Col6a1","GSM2545346",554
"Susd2","GSM2545346",158
"Fam53b","GSM2545346",2242
"Npas1","GSM2545346",8
"Rhbdf1","GSM2545346",534
"Cacnb1","GSM2545346",702
"Zfp579","GSM2545346",616
"Dtx4","GSM2545346",888
"Chrm3","GSM2545346",126
"Plcl2","GSM2545346",1732
"Ptprj","GSM2545346",3694
"Cyhr1","GSM2545346",5137
"Stx5a","GSM2545346",2349
"Smim8","GSM2545346",423
"Pappa2","GSM2545346",4
"Stbd1","GSM2545346",37
"Rln3","GSM2545346",0
"Ldlr","GSM2545346",978
"Bmp2","GSM2545346",48
"Itga10","GSM2545346",212
"Unc45a","GSM2545346",1329
"Hap1","GSM2545346",2740
"Gm35339","GSM2545346",230
"Serpinb8","GSM2545346",89
"Tmem200c","GSM2545346",188
"Ngb","GSM2545346",75
"Myh11","GSM2545346",248
"Ass1","GSM2545346",571
"Ccdc28b","GSM2545346",1874
"Vsx2","GSM2545346",2
"Klhl1","GSM2545346",248
"Slit1","GSM2545346",161
"Rbm10","GSM2545346",2243
"Sgk1","GSM2545346",8440
"Zbtb24","GSM2545346",718
"Kif5a","GSM2545346",31922
"Alox8","GSM2545346",114
"Rgcc","GSM2545346",350
"Olfr1033","GSM2545346",63
"Lrrn4","GSM2545346",1
"Trim59","GSM2545346",613
"Pnma2","GSM2545346",279
"Arc","GSM2545346",569
"Lypd6b","GSM2545346",172
"Prkar2b","GSM2545346",663
"Gabrd","GSM2545346",5727
"Sh3gl1","GSM2545346",1433
"Rab9b","GSM2545346",698
"Slc9a2","GSM2545346",226
"Gata3","GSM2545346",22
"Rnd3","GSM2545346",463
"Tdgf1","GSM2545346",207
"Tph2","GSM2545346",41
"Gprc5c","GSM2545346",2231
"Syt16","GSM2545346",181
"Cdyl","GSM2545346",534
"St8sia2","GSM2545346",56
"Usp19","GSM2545346",4934
"Foxj2","GSM2545346",2131
"Wdfy2","GSM2545346",1770
"Fibcd1","GSM2545346",48
"Hs3st4","GSM2545346",166
"Rab27b","GSM2545346",425
"Gm4988","GSM2545346",127
"Hebp1","GSM2545346",148
"Mrgpre","GSM2545346",91
"Slc22a4","GSM2545346",2387
"Txndc11","GSM2545346",1328
"Pgr15l","GSM2545346",3
"Evpl","GSM2545346",49
"Pax7","GSM2545346",26
"Trim65","GSM2545346",157
"Gm33533","GSM2545346",27
"Otof","GSM2545346",80
"Alk","GSM2545346",45
"Acap3","GSM2545346",3135
"Erdr1","GSM2545346",428
"Kcnq5","GSM2545346",157
"Msln","GSM2545346",82
"Tbc1d20","GSM2545346",1401
"Slc16a10","GSM2545346",230
"Errfi1","GSM2545346",2267
"Nr2e1","GSM2545346",5
"Gpr149","GSM2545346",18
"Plcxd1","GSM2545346",148
"Lrch3","GSM2545346",4143
"Morc2b","GSM2545346",111
"Elfn1","GSM2545346",95
"Rnf180","GSM2545346",274
"Pcdhb8","GSM2545346",103
"Creg2","GSM2545346",343
"Erich3","GSM2545346",641
"Rpp25","GSM2545346",184
"Fgfr1","GSM2545346",6145
"Sfrp2","GSM2545346",37
"Rprm","GSM2545346",69
"Tmem120b","GSM2545346",572
"Tpra1","GSM2545346",1333
"Igsf9","GSM2545346",10
"Jakmip1","GSM2545346",736
"Hsf4","GSM2545346",223
"Pcbd1","GSM2545346",118
"Rasgrf2","GSM2545346",692
"Dgkk","GSM2545346",48
"Paxip1","GSM2545346",1690
"Smtn","GSM2545346",234
"Cmpk2","GSM2545346",718
"Drd4","GSM2545346",33
"Samd11","GSM2545346",21
"Magel2","GSM2545346",45
"Csrnp3","GSM2545346",1713
"Zfp941","GSM2545346",761
"Lrrc1","GSM2545346",706
"Tmie","GSM2545346",238
"Pcdh8","GSM2545346",111
"Glra2","GSM2545346",247
"Gpatch8","GSM2545346",5194
"Slc6a16","GSM2545346",13
"Grm7","GSM2545346",688
"Ybx3","GSM2545346",1492
"Tenm3","GSM2545346",629
"Npffr1","GSM2545346",7
"Slc39a11","GSM2545346",330
"Otp","GSM2545346",3
"Hoga1","GSM2545346",53
"Egfl6","GSM2545346",3
"Plch2","GSM2545346",5687
"Pde11a","GSM2545346",68
"Zfp335","GSM2545346",1307
"Gpr61","GSM2545346",191
"Tox","GSM2545346",129
"Gabrr1","GSM2545346",6
"Jun","GSM2545346",1909
"Cox7b2","GSM2545346",33
"Mn1","GSM2545346",213
"Tmem130","GSM2545346",3250
"Dusp11","GSM2545346",6236
"Tmem91","GSM2545346",85
"Rbms2","GSM2545346",964
"Inpp5j","GSM2545346",5051
"Vstm2a","GSM2545346",1077
"C1qtnf2","GSM2545346",54
"Ctns","GSM2545346",993
"Smarcd2","GSM2545346",3215
"Dbpht2","GSM2545346",65
"Ltbp2","GSM2545346",1794
"Drd1","GSM2545346",22
"Dact2","GSM2545346",178
"E4f1","GSM2545346",966
"Zfp598","GSM2545346",2226
"Zcchc12","GSM2545346",904
"Zfp263","GSM2545346",1404
"Tspyl3","GSM2545346",500
"Arhgap10","GSM2545346",670
"Plxnb2","GSM2545346",4908
"Doc2a","GSM2545346",129
"Tmem29","GSM2545346",465
"Dpf2","GSM2545346",2420
"Foxl2os","GSM2545346",29
"Slc47a1","GSM2545346",339
"Nap1l5","GSM2545346",20296
"Mapk7","GSM2545346",1003
"Grem2","GSM2545346",185
"Pcdh10","GSM2545346",1549
"Nol3","GSM2545346",234
"Gpr83","GSM2545346",70
"Nrsn2","GSM2545346",2119
"Prss16","GSM2545346",10
"Pcdh18","GSM2545346",84
"Emx2","GSM2545346",10
"Ccdc81","GSM2545346",44
"Rwdd2a","GSM2545346",377
"Mpped1","GSM2545346",251
"Galnt7","GSM2545346",2059
"S100a8","GSM2545346",142
"Mau2","GSM2545346",4913
"Ptpn23","GSM2545346",2023
"Sstr1","GSM2545346",150
"Wdfy4","GSM2545346",32
"Anxa3","GSM2545346",545
"C3","GSM2545346",71
"Tead4","GSM2545346",252
"Clvs2","GSM2545346",315
"Gaa","GSM2545346",6006
"Zfp219","GSM2545346",4622
"Bves","GSM2545346",14
"Tmem161a","GSM2545346",850
"Unc5d","GSM2545346",583
"Cd180","GSM2545346",34
"Scml4","GSM2545346",28
"Stk38","GSM2545346",2056
"Sox17","GSM2545346",205
"Srsf9","GSM2545346",1328
"Herpud1","GSM2545346",3034
"Hmbs","GSM2545346",491
"Gm2824","GSM2545346",55
"Mir1901","GSM2545346",19
"Adamts19","GSM2545346",15
"Zfp36l1","GSM2545346",1071
"Impact","GSM2545346",7125
"Trmt6","GSM2545346",1710
"Plekhm1","GSM2545346",1435
"Basp1","GSM2545346",1251
"Grid1","GSM2545346",747
"Zdbf2","GSM2545346",422
"Tal1","GSM2545346",97
"Raf1","GSM2545346",3759
"Pgpep1l","GSM2545346",12
"Fzd4","GSM2545346",1055
"Tfdp1","GSM2545346",1663
"Pdzrn4","GSM2545346",76
"Ier3","GSM2545346",438
"Mir378a","GSM2545346",13
"Magee2","GSM2545346",67
"Plekhg2","GSM2545346",213
"Boc","GSM2545346",3429
"Ddx39b","GSM2545346",5168
"H2-T24","GSM2545346",78
"Insm1","GSM2545346",21
"Vstm5","GSM2545346",102
"Kctd4","GSM2545346",107
"Oprm1","GSM2545346",168
"Zfand6","GSM2545346",2533
"Cx3cl1","GSM2545346",2082
"Tacr3","GSM2545346",45
"Gpr4","GSM2545346",144
"Ptgis","GSM2545346",131
"Ccdc28a","GSM2545346",427
"Ido2","GSM2545346",14
"Elfn2","GSM2545346",896
"Ngp","GSM2545346",119
"Ptpro","GSM2545346",270
"Neto1","GSM2545346",201
"Col6a2","GSM2545346",464
"Fev","GSM2545346",3
"Mmab","GSM2545346",621
"Resp18","GSM2545346",821
"Amn","GSM2545346",28
"Tmem132b","GSM2545346",666
"St6gal2","GSM2545346",169
"Tbc1d25","GSM2545346",606
"Pdcd2l","GSM2545346",679
"Acot3","GSM2545346",17
"Gm5468","GSM2545346",12
"Atg16l1","GSM2545346",2060
"Rpl14-ps1","GSM2545346",24
"Glra3","GSM2545346",187
"Plekhh3","GSM2545346",1695
"Pcdhga1","GSM2545346",173
"Gm9899","GSM2545346",1010
"Eps8l1","GSM2545346",266
"Serpina3g","GSM2545346",17
"Pcdh17","GSM2545346",977
"Riok3","GSM2545346",3851
"Dcaf12l2","GSM2545346",5
"Ankrd6","GSM2545346",473
"Dhrs11","GSM2545346",450
"Zdhhc22","GSM2545346",210
"Hmgb3","GSM2545346",452
"Mid1","GSM2545346",148
"Celf3","GSM2545346",1309
"Akap5","GSM2545346",214
"Phlda3","GSM2545346",399
"Arfgap2","GSM2545346",3770
"Gabpb1","GSM2545346",1250
"Mybpc1","GSM2545346",2149
"Nfkbia","GSM2545346",1418
"Gabra3","GSM2545346",995
"Gtpbp2","GSM2545346",2025
"Ptgdr","GSM2545346",18
"Myh15","GSM2545346",22
"Ciz1","GSM2545346",1224
"Tmem62","GSM2545346",2872
"Pan3","GSM2545346",4861
"Pld3","GSM2545346",2441
"Trim3","GSM2545346",6636
"Spata2l","GSM2545346",455
"Gm2223","GSM2545346",17
"Dnah1","GSM2545346",66
"Pnoc","GSM2545346",88
"Dzank1","GSM2545346",8065
"Safb2","GSM2545346",2396
"Rnf128","GSM2545346",944
"Jpx","GSM2545346",279
"Il16","GSM2545346",6274
"Slc26a7","GSM2545346",394
"Rspo1","GSM2545346",17
"Hcfc2","GSM2545346",1750
"Gm35315","GSM2545346",73
"Tyrp1","GSM2545346",12
"Pank4","GSM2545346",1691
"Ngef","GSM2545346",545
"Llgl1","GSM2545346",2562
"Usp12","GSM2545346",2686
"Ppp2r2d","GSM2545346",2536
"Zfp677","GSM2545346",137
"Heyl","GSM2545346",114
"Sin3b","GSM2545346",2159
"Sidt1","GSM2545346",1765
"Spin2c","GSM2545346",112
"Wasf2","GSM2545346",1199
"Tmem14a","GSM2545346",598
"Cntnap5a","GSM2545346",591
"Ccm2l","GSM2545346",165
"Sema3e","GSM2545346",523
"Il18bp","GSM2545346",322
"Slc35f1","GSM2545346",1054
"Best1","GSM2545346",37
"Pde8b","GSM2545346",661
"Htr7","GSM2545346",68
"Cfap57","GSM2545346",16
"Sgsm1","GSM2545346",4177
"Scn3b","GSM2545346",282
"Mark3","GSM2545346",3180
"Acsl5","GSM2545346",631
"Qpct","GSM2545346",145
"Iqcc","GSM2545346",639
"Noc2l","GSM2545346",2004
"Slc25a27","GSM2545346",4287
"Kdm4b","GSM2545346",2671
"Pde1b","GSM2545346",1408
"Pcdha10","GSM2545346",32
"Gja5","GSM2545346",20
"Irs4","GSM2545346",25
"Mamdc4","GSM2545346",63
"Mthfd2l","GSM2545346",287
"Lrrtm1","GSM2545346",241
"Tacr1","GSM2545346",51
"Lmo3","GSM2545346",245
"Psg16","GSM2545346",1031
"Abcc8","GSM2545346",1916
"Epc1","GSM2545346",2804
"Slc6a7","GSM2545346",449
"Col4a5","GSM2545346",335
"Gm8013","GSM2545346",3
"Clpx","GSM2545346",2088
"Dffb","GSM2545346",434
"Senp3","GSM2545346",2164
"Hhex","GSM2545346",39
"Per2","GSM2545346",2266
"Rnpep","GSM2545346",1169
"Ttll1","GSM2545346",612
"Ppp1r1c","GSM2545346",12
"Moxd1","GSM2545346",173
"Susd6","GSM2545346",4460
"Ighm","GSM2545346",171
"Fam131a","GSM2545346",3125
"Zfp92","GSM2545346",49
"Kirrel","GSM2545346",474
"Npsr1","GSM2545346",17
"Kcnj16","GSM2545346",1034
"Atg10","GSM2545346",260
"Vwc2l","GSM2545346",72
"Sox14","GSM2545346",15
"Zc3h3","GSM2545346",390
"Gak","GSM2545346",4128
"Tox2","GSM2545346",254
"Tenm2","GSM2545346",692
"Begain","GSM2545346",1017
"Dsc3","GSM2545346",12
"Fbll1","GSM2545346",274
"Dnah7a","GSM2545346",7
"Gm3764","GSM2545346",3971
"Strip1","GSM2545346",2802
"Nmnat3","GSM2545346",49
"Lims2","GSM2545346",282
"Fam43b","GSM2545346",193
"Ccnl2","GSM2545346",7417
"Gm11627","GSM2545346",11
"Rabl2","GSM2545346",724
"Kcnj3","GSM2545346",4929
"Zfp36","GSM2545346",212
"Slc2a1","GSM2545346",5664
"Cnksr3","GSM2545346",2758
"AW551984","GSM2545346",287
"Hykk","GSM2545346",161
"Rnasel","GSM2545346",83
"Shc1","GSM2545346",498
"Ppp1r12c","GSM2545346",3322
"Syne4","GSM2545346",311
"Arrdc2","GSM2545346",1216
"Usp28","GSM2545346",1869
"Slfn4","GSM2545346",9
"Pomt2","GSM2545346",1189
"Gm10432","GSM2545346",142
"Cngb1","GSM2545346",19
"Dot1l","GSM2545346",5364
"Gmnn","GSM2545346",108
"Ccdc160","GSM2545346",49
"Ptpn5","GSM2545346",682
"Mal2","GSM2545346",341
"Arap3","GSM2545346",232
"Mib2","GSM2545346",2177
"Itgb1bp2","GSM2545346",36
"Stk32b","GSM2545346",44
"Dgkb","GSM2545346",1113
"Pcgf6","GSM2545346",969
"Serinc2","GSM2545346",600
"Arhgef37","GSM2545346",775
"Ltf","GSM2545346",59
"Timp2","GSM2545346",4029
"Snora41","GSM2545346",18
"F3","GSM2545346",2872
"Tgfbi","GSM2545346",238
"Rab44","GSM2545346",3
"Lclat1","GSM2545346",937
"Arid5b","GSM2545346",1717
"Col25a1","GSM2545346",287
"Inpp5b","GSM2545346",2453
"Dhfr","GSM2545346",309
"Phkg2","GSM2545346",1900
"Bcl11a","GSM2545346",464
"Nr2f1","GSM2545346",1743
"Trhr","GSM2545346",30
"Msc","GSM2545346",9
"Mndal","GSM2545346",180
"Pou3f2","GSM2545346",608
"Gm9962","GSM2545346",16
"Atg16l2","GSM2545346",732
"Gm16425","GSM2545346",7
"Ap1m1","GSM2545346",1770
"Trpv3","GSM2545346",18
"Inpp5k","GSM2545346",2866
"D11Wsu47e","GSM2545346",190
"Fkbp1b","GSM2545346",222
"Syvn1","GSM2545346",1596
"Aldh3a2","GSM2545346",2708
"Dtd2","GSM2545346",293
"Pcdh19","GSM2545346",302
"Gm5526","GSM2545346",13
"Nsun5","GSM2545346",489
"Hrh2","GSM2545346",199
"Lmbr1l","GSM2545346",565
"Pkn1","GSM2545346",1119
"Nptx2","GSM2545346",62
"Ctxn1","GSM2545346",239
"Rp1","GSM2545346",2
"Gm7357","GSM2545346",2
"Mrpl15","GSM2545346",1070
"Lypla1","GSM2545346",2055
"Tcea1","GSM2545346",3642
"Gm6104","GSM2545346",1
"Atp6v1h","GSM2545346",4726
"Oprk1","GSM2545346",71
"Npbwr1","GSM2545346",4
"Rb1cc1","GSM2545346",6104
"Gm2147","GSM2545346",0
"Gm26901","GSM2545346",6
"Sntg1","GSM2545346",498
"Gm6187","GSM2545346",0
"Rrs1","GSM2545346",666
"Mcmdc2","GSM2545346",34
"Snhg6","GSM2545346",234
"Snord87","GSM2545346",2
"Tcf24","GSM2545346",10
"Ppp1r42","GSM2545346",17
"Arfgef1","GSM2545346",5373
"Cpa6","GSM2545346",0
"Ncoa2","GSM2545346",4321
"Tram1","GSM2545346",1665
"Gm5523","GSM2545346",1
"Eya1","GSM2545346",295
"Smt3h2-ps4","GSM2545346",3
"Trpa1","GSM2545346",0
"Gm10566","GSM2545346",1
"Terf1","GSM2545346",593
"Rdh10","GSM2545346",798
"Stau2","GSM2545346",3765
"Ly96","GSM2545346",35
"Jph1","GSM2545346",1301
"Gdap1","GSM2545346",5431
"Rbm6-ps1","GSM2545346",6
"Pi15","GSM2545346",22
"Gm28154","GSM2545346",27
"Gm16070","GSM2545346",14
"Gm15825","GSM2545346",1
"Tfap2d","GSM2545346",329
"Tfap2b","GSM2545346",1494
"Pkhd1","GSM2545346",3
"Mir133b","GSM2545346",4
"Il17f","GSM2545346",2
"Paqr8","GSM2545346",17001
"Tram2","GSM2545346",18
"Gm7658","GSM2545346",7
"Gm7761","GSM2545346",4
"Mir30c-2","GSM2545346",14
"Ogfrl1","GSM2545346",10219
"Smap1","GSM2545346",3034
"Fam135a","GSM2545346",3306
"Col19a1","GSM2545346",1158
"Lmbrd1","GSM2545346",10193
"Gm20172","GSM2545346",0
"Gm29214","GSM2545346",0
"Gm7846","GSM2545346",13
"Gm5525","GSM2545346",11
"Phf3","GSM2545346",4237
"Khdrbs2","GSM2545346",236
"Gm5415","GSM2545346",3
"Zfp451","GSM2545346",1376
"Gm15455","GSM2545346",9
"Bend6","GSM2545346",9346
"Ptpn18","GSM2545346",39
"Cfc1","GSM2545346",1
"Amer3","GSM2545346",1946
"Fam168b","GSM2545346",10886
"Gm33222","GSM2545346",11
"Kansl3","GSM2545346",3381
"Fer1l5","GSM2545346",1
"Cnnm4","GSM2545346",958
"Sema4c","GSM2545346",992
"Cox5b","GSM2545346",4804
"Zap70","GSM2545346",24
"Tmem131","GSM2545346",2959
"Cnga3","GSM2545346",2
"Unc50","GSM2545346",1436
"Lipt1","GSM2545346",109
"Mrpl30","GSM2545346",1137
"Lyg2","GSM2545346",6
"Txndc9","GSM2545346",1731
"Eif5b","GSM2545346",4690
"Gm16150","GSM2545346",26
"Gm16152","GSM2545346",2
"Pdcl3","GSM2545346",1032
"Rpl31","GSM2545346",2608
"Tbc1d8","GSM2545346",1627
"Cnot11","GSM2545346",1383
"Snord89","GSM2545346",12
"Rnf149","GSM2545346",1084
"Rfx8","GSM2545346",5
"Gm16894","GSM2545346",20
"Il1rl2","GSM2545346",19
"Il1rl1","GSM2545346",11
"Il18r1","GSM2545346",2
"Slc9a4","GSM2545346",11
"Mfsd9","GSM2545346",156
"Tmem182","GSM2545346",10
"Gm28175","GSM2545346",18
"Pantr1","GSM2545346",245
"Pou3f3","GSM2545346",1399
"Pantr2","GSM2545346",42
"Mrps9","GSM2545346",1227
"Gpr45","GSM2545346",80
"Tgfbrap1","GSM2545346",2419
"Fhl2","GSM2545346",137
"Nck2","GSM2545346",715
"Uxs1","GSM2545346",1460
"Gm16103","GSM2545346",2
"Tpp2","GSM2545346",3064
"Tex30","GSM2545346",213
"Bivm","GSM2545346",996
"Gulp1","GSM2545346",286
"Wdr75","GSM2545346",1253
"Dnah7b","GSM2545346",606
"Gm4852","GSM2545346",5
"Gm8337","GSM2545346",17
"Nabp1","GSM2545346",380
"Gm17767","GSM2545346",6
"Myo1b","GSM2545346",860
"Stat4","GSM2545346",4
"Stat1","GSM2545346",1526
"Gls","GSM2545346",13081
"Rps27a-ps1","GSM2545346",1
"Gm28178","GSM2545346",3
"Inpp1","GSM2545346",3214
"Mstn","GSM2545346",16
"Asnsd1","GSM2545346",750
"Gtf3c3","GSM2545346",1160
"Pgap1","GSM2545346",1951
"Gm19637","GSM2545346",1
"Ankrd44","GSM2545346",668
"Sf3b1","GSM2545346",18332
"Gm6822","GSM2545346",6
"Boll","GSM2545346",4
"Gm8292","GSM2545346",6
"Plcl1","GSM2545346",1342
"Gm6644","GSM2545346",1
"Satb2","GSM2545346",20
"BC055402","GSM2545346",4
"Tyw5","GSM2545346",446
"Spats2l","GSM2545346",377
"Aox4","GSM2545346",7
"Aox2","GSM2545346",1
"Bzw1","GSM2545346",8514
"Clk1","GSM2545346",8017
"Ppil3","GSM2545346",354
"Nif3l1","GSM2545346",730
"Cflar","GSM2545346",1196
"Casp8","GSM2545346",97
"Stradb","GSM2545346",1070
"Tmem237","GSM2545346",986
"Cdk15","GSM2545346",11
"Fzd7","GSM2545346",2202
"Sumo1","GSM2545346",3044
"Fam117b","GSM2545346",3983
"Wdr12","GSM2545346",1017
"Nbeal1","GSM2545346",1517
"Abi2","GSM2545346",4513
"Cd28","GSM2545346",53
"Gm11581","GSM2545346",0
"Icos","GSM2545346",1
"Nrp2","GSM2545346",400
"Gm4208","GSM2545346",1
"Ndufs1","GSM2545346",7546
"Eef1b2","GSM2545346",3877
"Gpr1","GSM2545346",4
"Gm11605","GSM2545346",0
"Adam23","GSM2545346",6844
"Dytn","GSM2545346",3
"Mdh1b","GSM2545346",19
"Gm13748","GSM2545346",11
"Ccnyl1","GSM2545346",505
"Plekhm3","GSM2545346",1743
"Rpl10a-ps1","GSM2545346",26
"Cryga","GSM2545346",2
"Pikfyve","GSM2545346",2556
"Map2","GSM2545346",22753
"Unc80","GSM2545346",17009
"Kansl1l","GSM2545346",1411
"Acadl","GSM2545346",1877
"Gm15793","GSM2545346",1
"Spag16","GSM2545346",104
"Bard1","GSM2545346",17
"Abca12","GSM2545346",5
"Atic","GSM2545346",874
"Fn1","GSM2545346",2788
"Gm5256","GSM2545346",0
"Tmem169","GSM2545346",629
"Xrcc5","GSM2545346",744
"Smarcal1","GSM2545346",2676
"Igfbp2","GSM2545346",2099
"Gm29183","GSM2545346",5
"Rufy4","GSM2545346",7
"Cxcr2","GSM2545346",9
"Arpc2","GSM2545346",4000
"Aamp","GSM2545346",4716
"Tmbim1","GSM2545346",1748
"Catip","GSM2545346",87
"Zfp142","GSM2545346",1418
"Rnf25","GSM2545346",1190
"Ttll4","GSM2545346",1727
"Prkag3","GSM2545346",24
"Gm29539","GSM2545346",2
"Wnt10a","GSM2545346",8
"Ihh","GSM2545346",9
"Slc23a3","GSM2545346",4
"Zfand2b","GSM2545346",394
"Ankzf1","GSM2545346",892
"Glb1l","GSM2545346",332
"Ptprn","GSM2545346",4353
"Des","GSM2545346",65
"Asic4","GSM2545346",118
"Chpf","GSM2545346",1988
"Obsl1","GSM2545346",663
"Stk11ip","GSM2545346",840
"Slc4a3","GSM2545346",3127
"Epha4","GSM2545346",994
"Pax3","GSM2545346",283
"Mogat1","GSM2545346",2
"Kcne4","GSM2545346",64
"Gm5830","GSM2545346",4
"Scg2","GSM2545346",7781
"Mrpl44","GSM2545346",779
"Gm5529","GSM2545346",11
"Fam124b","GSM2545346",3
"Cul3","GSM2545346",7880
"Nyap2","GSM2545346",1177
"Rhbdd1","GSM2545346",497
"Col4a4","GSM2545346",95
"Col4a3","GSM2545346",91
"Mff","GSM2545346",7106
"Daw1","GSM2545346",19
"Trip12","GSM2545346",7748
"Fbxo36","GSM2545346",115
"Slc16a14","GSM2545346",215
"Gm15433","GSM2545346",0
"Rpl19-ps1","GSM2545346",0
"Sp110","GSM2545346",27
"Sp140","GSM2545346",34
"Sp100","GSM2545346",169
"Cab39","GSM2545346",9085
"Gpr55","GSM2545346",6
"Spata3","GSM2545346",10
"Htr2b","GSM2545346",2
"Armc9","GSM2545346",691
"B3gnt7","GSM2545346",11
"Snora75","GSM2545346",11
"Nmur1","GSM2545346",39
"Dis3l2","GSM2545346",878
"Gm6136","GSM2545346",18
"Ecel1","GSM2545346",28
"Prss56","GSM2545346",0
"Kcnj13","GSM2545346",503
"Inpp5d","GSM2545346",210
"Scarna6","GSM2545346",4
"Sag","GSM2545346",7
"Dgkd","GSM2545346",9337
"Gm19582","GSM2545346",71
"Usp40","GSM2545346",1355
"Ugt1a7c","GSM2545346",8
"Dnajb3","GSM2545346",30
"Mroh2a","GSM2545346",14
"Spp2","GSM2545346",13
"Gm29538","GSM2545346",12
"Glrp1","GSM2545346",2
"Sh3bp4","GSM2545346",460
"Gbx2","GSM2545346",1
"Iqca","GSM2545346",28
"Ackr3","GSM2545346",287
"Col6a3","GSM2545346",83
"Rab17","GSM2545346",1
"Ube2f","GSM2545346",1281
"Klhl30","GSM2545346",5
"Twist2","GSM2545346",0
"Hdac4","GSM2545346",1693
"Ndufa10","GSM2545346",4220
"Mir149","GSM2545346",1
"Ankmy1","GSM2545346",17
"Rnpepl1","GSM2545346",1009
"Capn10","GSM2545346",901
"Gpr35","GSM2545346",40
"Pask","GSM2545346",172
"Hdlbp","GSM2545346",7437
"Farp2","GSM2545346",301
"Stk25","GSM2545346",5407
"Thap4","GSM2545346",428
"D2hgdh","GSM2545346",368
"Pdcd1","GSM2545346",2
"Gm7895","GSM2545346",16
"Fam174a","GSM2545346",1519
"Slco4c1","GSM2545346",18
"Panct2","GSM2545346",22
"Gm6430","GSM2545346",1
"Gin1","GSM2545346",439
"Pam","GSM2545346",1943
"Cntnap5b","GSM2545346",988
"Cdh20","GSM2545346",713
"Pign","GSM2545346",928
"Gm10193","GSM2545346",1
"Tnfrsf11a","GSM2545346",74
"Gm7160","GSM2545346",10
"Gm20753","GSM2545346",7
"Bcl2","GSM2545346",484
"Vps4b","GSM2545346",2225
"Serpinb5","GSM2545346",4
"Serpinb10","GSM2545346",2
"Gm8141","GSM2545346",4
"Cdh7","GSM2545346",1763
"Cdh19","GSM2545346",658
"Gm8173","GSM2545346",0
"Dsel","GSM2545346",329
"Gm6028","GSM2545346",0
"Nifk","GSM2545346",940
"Clasp1","GSM2545346",3186
"Inhbb","GSM2545346",218
"Gm3551","GSM2545346",1
"Gm28209","GSM2545346",5
"Cfap221","GSM2545346",4
"Sctr","GSM2545346",4
"Tmem37","GSM2545346",28
"En1","GSM2545346",156
"Insig2","GSM2545346",2336
"Ccdc93","GSM2545346",1161
"Htr5b","GSM2545346",12
"Ddx18","GSM2545346",802
"Actr3","GSM2545346",6466
"Slc35f5","GSM2545346",647
"Gpr39","GSM2545346",1
"Mgat5","GSM2545346",3043
"Gm8451","GSM2545346",16
"Tmem163","GSM2545346",2282
"Acmsd","GSM2545346",3
"Zranb3","GSM2545346",168
"Gm28800","GSM2545346",2
"Rpl28-ps1","GSM2545346",16
"Mir128-1","GSM2545346",3
"Lct","GSM2545346",12
"Gm6170","GSM2545346",19
"Thsd7b","GSM2545346",30
"Gm29428","GSM2545346",0
"Cd55","GSM2545346",234
"Gm16083","GSM2545346",15
"C4bp-ps1","GSM2545346",12
"Yod1","GSM2545346",570
"Fcamr","GSM2545346",2
"Dyrk3","GSM2545346",140
"Ikbke","GSM2545346",66
"Srgap2","GSM2545346",7342
"Slc26a9","GSM2545346",2
"Pm20d1","GSM2545346",191
"Rab29","GSM2545346",181
"Cdk18","GSM2545346",561
"Gm29695","GSM2545346",123
"Lemd1","GSM2545346",17
"Gm7241","GSM2545346",0
"Klhdc8a","GSM2545346",711
"Lrrn2","GSM2545346",2928
"Gm29257","GSM2545346",4
"Gm28609","GSM2545346",1
"Plekha6","GSM2545346",4124
"Ren1","GSM2545346",4
"Sox13","GSM2545346",303
"Zbed6","GSM2545346",1724
"Lax1","GSM2545346",4
"Optc","GSM2545346",44
"Prelp","GSM2545346",938
"Gm8618","GSM2545346",1
"Mybph","GSM2545346",14
"Myog","GSM2545346",1
"Ppfia4","GSM2545346",8765
"Tmem183a","GSM2545346",2862
"Kdm5b","GSM2545346",1884
"Ppp1r12b","GSM2545346",3111
"Ube2t","GSM2545346",51
"Ptprv","GSM2545346",5
"Timm17a","GSM2545346",1531
"Csrp1","GSM2545346",9966
