Ensembl Gene ID	Associated Gene Name	Description	EntrezGene ID
ENSMUSG00000062232	Rapgef2	Rap guanine nucleotide exchange factor (GEF) 2 [Source:MGI Symbol;Acc:MGI:2659071]	76089
ENSMUSG00000087021	Fthl17-ps3	ferritin, heavy polypeptide-like 17, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3643671]	
ENSMUSG00000001334	Fndc5	fibronectin type III domain containing 5 [Source:MGI Symbol;Acc:MGI:1917614]	384061
ENSMUSG00000039521	Foxp3	forkhead box P3 [Source:MGI Symbol;Acc:MGI:1891436]	20371
ENSMUSG00000055932	Fto	fat mass and obesity associated [Source:MGI Symbol;Acc:MGI:1347093]	26383
ENSMUSG00000085194	Platr32	pluripotency associated transcript 32 [Source:MGI Symbol;Acc:MGI:3801726]	
ENSMUSG00000038883	Prl3a1	prolactin family 3, subfamily a, member 1 [Source:MGI Symbol;Acc:MGI:1914250]	67000
ENSMUSG00000023914	Mep1a	meprin 1 alpha [Source:MGI Symbol;Acc:MGI:96963]	17287
ENSMUSG00000030677	Kif22	kinesin family member 22 [Source:MGI Symbol;Acc:MGI:109233]	110033
ENSMUSG00000106358	Gm7047	predicted gene 7047 [Source:MGI Symbol;Acc:MGI:3643011]	
ENSMUSG00000018604	Tbx3	T-box 3 [Source:MGI Symbol;Acc:MGI:98495]	21386
ENSMUSG00000100314	1700010J16Rik	RIKEN cDNA 1700010J16 gene [Source:MGI Symbol;Acc:MGI:1916605]	
ENSMUSG00000022812	Gsk3b	glycogen synthase kinase 3 beta [Source:MGI Symbol;Acc:MGI:1861437]	56637
ENSMUSG00000103847	Gm20056	predicted gene, 20056 [Source:MGI Symbol;Acc:MGI:5012241]	
ENSMUSG00000000751	Rpa1	replication protein A1 [Source:MGI Symbol;Acc:MGI:1915525]	68275
ENSMUSG00000015750	Aph1a	aph1 homolog A, gamma secretase subunit [Source:MGI Symbol;Acc:MGI:2385110]	226548
ENSMUSG00000045302	Preb	prolactin regulatory element binding [Source:MGI Symbol;Acc:MGI:1355326]	50907
ENSMUSG00000037101	Ttc29	tetratricopeptide repeat domain 29 [Source:MGI Symbol;Acc:MGI:1920551]	73301
ENSMUSG00000079694	Gm14862	predicted gene 14862 [Source:MGI Symbol;Acc:MGI:3705234]	
ENSMUSG00000047344	Lancl3	LanC lantibiotic synthetase component C-like 3 (bacterial) [Source:MGI Symbol;Acc:MGI:2443335]	236285
ENSMUSG00000080731	Rps2-ps9	ribosomal protein S2, pseudogene 9 [Source:MGI Symbol;Acc:MGI:3644037]	
ENSMUSG00000033557	Fam20b	family with sequence similarity 20, member B [Source:MGI Symbol;Acc:MGI:2443990]	215015
ENSMUSG00000053334	Ficd	FIC domain containing [Source:MGI Symbol;Acc:MGI:1098550]	231630
ENSMUSG00000045083	Lingo2	leucine rich repeat and Ig domain containing 2 [Source:MGI Symbol;Acc:MGI:2442298]	242384
ENSMUSG00000082558	Snrp1c-ps2	U1 small nuclear ribonucleoprotein 1C, pseudogene 2 [Source:MGI Symbol;Acc:MGI:109487]	
ENSMUSG00000010095	Slc3a2	solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 [Source:MGI Symbol;Acc:MGI:96955]	17254
ENSMUSG00000101626	Gm29386	predicted gene 29386 [Source:MGI Symbol;Acc:MGI:5580092]	
ENSMUSG00000105201	Gm43362	predicted gene 43362 [Source:MGI Symbol;Acc:MGI:5663499]	
ENSMUSG00000086698	4930511O05Rik	RIKEN cDNA 4930511O05 gene [Source:MGI Symbol;Acc:MGI:1922371]	
ENSMUSG00000071521	Try10	trypsin 10 [Source:MGI Symbol;Acc:MGI:3687012]	386551
ENSMUSG00000071521	Try10	trypsin 10 [Source:MGI Symbol;Acc:MGI:3687012]	436522
ENSMUSG00000016327	Atp1b4	ATPase, (Na+)/K+ transporting, beta 4 polypeptide [Source:MGI Symbol;Acc:MGI:1915071]	67821
ENSMUSG00000083096	Gm11356	predicted gene 11356 [Source:MGI Symbol;Acc:MGI:3649562]	
ENSMUSG00000048655	Ccdc169	coiled-coil domain containing 169 [Source:MGI Symbol;Acc:MGI:2444356]	320604
ENSMUSG00000080997	Gm11885	predicted gene 11885 [Source:MGI Symbol;Acc:MGI:3649645]	
ENSMUSG00000074256	Gm10655	predicted gene 10655 [Source:MGI Symbol;Acc:MGI:3642575]	
ENSMUSG00000041044	Lrit1	leucine-rich repeat, immunoglobulin-like and transmembrane domains 1 [Source:MGI Symbol;Acc:MGI:2385320]	239037
ENSMUSG00000082490	Gm11880	predicted gene 11880 [Source:MGI Symbol;Acc:MGI:3651782]	
ENSMUSG00000029547	Ints1	integrator complex subunit 1 [Source:MGI Symbol;Acc:MGI:1915760]	68510
ENSMUSG00000108617	RP23-142A14.9		
ENSMUSG00000048617	Rtbdn	retbindin [Source:MGI Symbol;Acc:MGI:2443686]	234542
ENSMUSG00000090778	Gm3235	predicted gene 3235 [Source:MGI Symbol;Acc:MGI:3781413]	
ENSMUSG00000059658	Gm16379	predicted pseudogene 16379 [Source:MGI Symbol;Acc:MGI:3647120]	
ENSMUSG00000103604	Gm38205	predicted gene, 38205 [Source:MGI Symbol;Acc:MGI:5611433]	
ENSMUSG00000090023	Gm16302	predicted gene 16302 [Source:MGI Symbol;Acc:MGI:3826572]	
ENSMUSG00000082169	Gm12369	predicted gene 12369 [Source:MGI Symbol;Acc:MGI:3652093]	
ENSMUSG00000084352	Gm12370	predicted gene 12370 [Source:MGI Symbol;Acc:MGI:3652094]	
ENSMUSG00000095565	Ighv2-9-1	immunoglobulin heavy variable 2-9-1 [Source:MGI Symbol;Acc:MGI:4439519]	
ENSMUSG00000034656	Cacna1a	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit [Source:MGI Symbol;Acc:MGI:109482]	12286
ENSMUSG00000086756	Gm14051	predicted gene 14051 [Source:MGI Symbol;Acc:MGI:3650008]	
ENSMUSG00000028048	Gba	glucosidase, beta, acid [Source:MGI Symbol;Acc:MGI:95665]	14466
ENSMUSG00000082990	Gm14052	predicted gene 14052 [Source:MGI Symbol;Acc:MGI:3650009]	
ENSMUSG00000056121	Fez2	fasciculation and elongation protein zeta 2 (zygin II) [Source:MGI Symbol;Acc:MGI:2675856]	225020
ENSMUSG00000089815	Gm5083	predicted gene 5083 [Source:MGI Symbol;Acc:MGI:3779454]	
ENSMUSG00000024227	Pdzph1	PDZ and pleckstrin homology domains 1 [Source:MGI Symbol;Acc:MGI:1916489]	69239
ENSMUSG00000031143	Ccdc22	coiled-coil domain containing 22 [Source:MGI Symbol;Acc:MGI:1859608]	54638
ENSMUSG00000109035	RP23-299D2.4		
ENSMUSG00000046822	Slc39a3	solute carrier family 39 (zinc transporter), member 3 [Source:MGI Symbol;Acc:MGI:2147269]	106947
ENSMUSG00000109109	RP24-98O8.4		
ENSMUSG00000062006	Rpl34	ribosomal protein L34 [Source:MGI Symbol;Acc:MGI:1915686]	68436
ENSMUSG00000062006	Rpl34	ribosomal protein L34 [Source:MGI Symbol;Acc:MGI:1915686]	619547
ENSMUSG00000062006	Rpl34	ribosomal protein L34 [Source:MGI Symbol;Acc:MGI:1915686]	100043876
ENSMUSG00000073164	2410018L13Rik	RIKEN cDNA 2410018L13 gene [Source:MGI Symbol;Acc:MGI:1916982]	
ENSMUSG00000078793	Gm5155	predicted gene 5155 [Source:MGI Symbol;Acc:MGI:3647191]	
ENSMUSG00000021702	Thbs4	thrombospondin 4 [Source:MGI Symbol;Acc:MGI:1101779]	21828
ENSMUSG00000090079	Gm15849	predicted gene 15849 [Source:MGI Symbol;Acc:MGI:3802034]	
ENSMUSG00000006638	Abhd1	abhydrolase domain containing 1 [Source:MGI Symbol;Acc:MGI:1931013]	
ENSMUSG00000102961	Gm19918	predicted gene, 19918 [Source:MGI Symbol;Acc:MGI:5012103]	
ENSMUSG00000050382	Kif7	kinesin family member 7 [Source:MGI Symbol;Acc:MGI:1098239]	16576
ENSMUSG00000042066	Tmcc2	transmembrane and coiled-coil domains 2 [Source:MGI Symbol;Acc:MGI:1916125]	68875
ENSMUSG00000086021	Gm15767	predicted gene 15767 [Source:MGI Symbol;Acc:MGI:3783209]	
ENSMUSG00000039735	Fnbp1l	formin binding protein 1-like [Source:MGI Symbol;Acc:MGI:1925642]	214459
ENSMUSG00000043747	1520401A03Rik	RIKEN cDNA 1520401A03 gene [Source:MGI Symbol;Acc:MGI:2443785]	320309
ENSMUSG00000097858	9530052C20Rik	RIKEN cDNA 9530052C20 gene [Source:MGI Symbol;Acc:MGI:2443632]	
ENSMUSG00000106550	Gm43646	predicted gene 43646 [Source:MGI Symbol;Acc:MGI:5663783]	
ENSMUSG00000098144	1700029N11Rik	RIKEN cDNA 1700029N11 gene [Source:MGI Symbol;Acc:MGI:1916741]	
ENSMUSG00000083550	Gm13729	predicted gene 13729 [Source:MGI Symbol;Acc:MGI:3649730]	
ENSMUSG00000090300	Gm17119	predicted gene 17119 [Source:MGI Symbol;Acc:MGI:4937946]	
ENSMUSG00000049878	Rlf	rearranged L-myc fusion sequence [Source:MGI Symbol;Acc:MGI:1924705]	109263
ENSMUSG00000098124	Gm27036	predicted gene, 27036 [Source:MGI Symbol;Acc:MGI:5504151]	
ENSMUSG00000081083	Gm6079	predicted gene 6079 [Source:MGI Symbol;Acc:MGI:3645681]	
ENSMUSG00000048776	Pthlh	parathyroid hormone-like peptide [Source:MGI Symbol;Acc:MGI:97800]	19227
ENSMUSG00000020183	Cpm	carboxypeptidase M [Source:MGI Symbol;Acc:MGI:1917824]	70574
ENSMUSG00000089732	Olfr1118	olfactory receptor 1118 [Source:MGI Symbol;Acc:MGI:3030952]	404328
ENSMUSG00000101091	Gm29384	predicted gene 29384 [Source:MGI Symbol;Acc:MGI:5580090]	
ENSMUSG00000085767	Gm13563	predicted gene 13563 [Source:MGI Symbol;Acc:MGI:3652052]	
ENSMUSG00000083211	Gm13737	predicted gene 13737 [Source:MGI Symbol;Acc:MGI:3650127]	
ENSMUSG00000101882	Gm29545	predicted gene 29545 [Source:MGI Symbol;Acc:MGI:5580251]	
ENSMUSG00000098107	Gm27007	predicted gene, 27007 [Source:MGI Symbol;Acc:MGI:5504122]	
ENSMUSG00000099585	Gm29544	predicted gene 29544 [Source:MGI Symbol;Acc:MGI:5580250]	
ENSMUSG00000104585	4921511C10Rik	RIKEN cDNA 4921511C10 gene [Source:MGI Symbol;Acc:MGI:1918174]	
ENSMUSG00000104137	Gm36954	predicted gene, 36954 [Source:MGI Symbol;Acc:MGI:5610182]	
ENSMUSG00000106554	Gm43419	predicted gene 43419 [Source:MGI Symbol;Acc:MGI:5663556]	
ENSMUSG00000096001	2610528A11Rik	RIKEN cDNA 2610528A11 gene [Source:MGI Symbol;Acc:MGI:1917295]	70045
ENSMUSG00000101182	Gm29209	predicted gene 29209 [Source:MGI Symbol;Acc:MGI:5579915]	
ENSMUSG00000057058	Skap1	src family associated phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:1925723]	78473
ENSMUSG00000081629	Eif3s6-ps1	eukaryotic translation initiation factor 3, subunit 6, pseudogene 1 [Source:MGI Symbol;Acc:MGI:103203]	
ENSMUSG00000101668	Gm29549	predicted gene 29549 [Source:MGI Symbol;Acc:MGI:5580255]	
ENSMUSG00000103436	Gm36995	predicted gene, 36995 [Source:MGI Symbol;Acc:MGI:5610223]	
ENSMUSG00000078302	Foxd1	forkhead box D1 [Source:MGI Symbol;Acc:MGI:1347463]	15229
ENSMUSG00000050808	Muc15	mucin 15 [Source:MGI Symbol;Acc:MGI:2442110]	269328
ENSMUSG00000081023	Gm15766	predicted gene 15766 [Source:MGI Symbol;Acc:MGI:3783208]	
ENSMUSG00000043872	Zmym1	zinc finger, MYM domain containing 1 [Source:MGI Symbol;Acc:MGI:1915560]	68310
ENSMUSG00000031148	Gpkow	G patch domain and KOW motifs [Source:MGI Symbol;Acc:MGI:1859610]	209416
ENSMUSG00000049791	Fzd4	frizzled class receptor 4 [Source:MGI Symbol;Acc:MGI:108520]	14366
ENSMUSG00000099958	1700010B13Rik	RIKEN cDNA 1700010B13 gene [Source:MGI Symbol;Acc:MGI:1922741]	
ENSMUSG00000014075	Tctex1d2	Tctex1 domain containing 2 [Source:MGI Symbol;Acc:MGI:1913311]	66061
ENSMUSG00000100229	Gm21896	predicted gene, 21896 [Source:MGI Symbol;Acc:MGI:5434060]	
ENSMUSG00000074748	Atxn7l3b	ataxin 7-like 3B [Source:MGI Symbol;Acc:MGI:1914971]	382423
ENSMUSG00000039545	Ppp1r3fos	protein phosphatase 1, regulatory subunit 3F, opposite strand [Source:MGI Symbol;Acc:MGI:1925435]	
ENSMUSG00000082312	Gm11996	predicted gene 11996 [Source:MGI Symbol;Acc:MGI:3650898]	
ENSMUSG00000096497	Olfr787	olfactory receptor 787 [Source:MGI Symbol;Acc:MGI:3030621]	258069
ENSMUSG00000031489	Adrb3	adrenergic receptor, beta 3 [Source:MGI Symbol;Acc:MGI:87939]	11556
ENSMUSG00000073725	Lmbrd1	LMBR1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1915671]	68421
ENSMUSG00000020280	Pus10	pseudouridylate synthase 10 [Source:MGI Symbol;Acc:MGI:1921717]	74467
ENSMUSG00000049217	Olfr788	olfactory receptor 788 [Source:MGI Symbol;Acc:MGI:3030622]	258544
ENSMUSG00000062608	Olfr195	olfactory receptor 195 [Source:MGI Symbol;Acc:MGI:3030029]	259000
ENSMUSG00000025980	Hspd1	heat shock protein 1 (chaperonin) [Source:MGI Symbol;Acc:MGI:96242]	15510
ENSMUSG00000030368	Ceacam11	carcinoembryonic antigen-related cell adhesion molecule 11 [Source:MGI Symbol;Acc:MGI:1914246]	66996
ENSMUSG00000071519	Prss3	protease, serine 3 [Source:MGI Symbol;Acc:MGI:102758]	22073
ENSMUSG00000033632	AW554918	expressed sequence AW554918 [Source:MGI Symbol;Acc:MGI:2147376]	225289
ENSMUSG00000092465	Gm20472	predicted gene 20472 [Source:MGI Symbol;Acc:MGI:5141937]	
ENSMUSG00000039556	Ppp1r3f	protein phosphatase 1, regulatory (inhibitor) subunit 3F [Source:MGI Symbol;Acc:MGI:1859617]	54646
ENSMUSG00000092472	Gm20473	predicted gene 20473 [Source:MGI Symbol;Acc:MGI:5141938]	
ENSMUSG00000020843	Timm22	translocase of inner mitochondrial membrane 22 [Source:MGI Symbol;Acc:MGI:1929742]	56322
ENSMUSG00000104265	Gm8869	predicted gene 8869 [Source:MGI Symbol;Acc:MGI:3644826]	
ENSMUSG00000096701	Gm9285	predicted gene 9285 [Source:MGI Symbol;Acc:MGI:3643136]	
ENSMUSG00000043671	Dpy19l3	dpy-19-like 3 (C. elegans) [Source:MGI Symbol;Acc:MGI:2443952]	233115
ENSMUSG00000097885	5031434O11Rik	RIKEN cDNA 5031434O11 gene [Source:MGI Symbol;Acc:MGI:1923230]	
ENSMUSG00000020810	Cygb	cytoglobin [Source:MGI Symbol;Acc:MGI:2149481]	114886
ENSMUSG00000038663	Fsd2	fibronectin type III and SPRY domain containing 2 [Source:MGI Symbol;Acc:MGI:2444310]	244091
ENSMUSG00000101998	Gm21530	predicted gene, 21530 [Source:MGI Symbol;Acc:MGI:5434885]	
ENSMUSG00000084045	Gm11997	predicted gene 11997 [Source:MGI Symbol;Acc:MGI:3650899]	
ENSMUSG00000097730	Gm26588	predicted gene, 26588 [Source:MGI Symbol;Acc:MGI:5477082]	
ENSMUSG00000103287	1700034J04Rik	RIKEN cDNA 1700034J04 gene [Source:MGI Symbol;Acc:MGI:1920554]	
ENSMUSG00000107231	Gm5107	predicted gene 5107 [Source:MGI Symbol;Acc:MGI:3643506]	
ENSMUSG00000107966	Gm44001	predicted gene, 44001 [Source:MGI Symbol;Acc:MGI:5690393]	
ENSMUSG00000031540	Kat6a	K(lysine) acetyltransferase 6A [Source:MGI Symbol;Acc:MGI:2442415]	244349
ENSMUSG00000037111	Setd7	SET domain containing (lysine methyltransferase) 7 [Source:MGI Symbol;Acc:MGI:1920501]	73251
ENSMUSG00000103645	Gm37414	predicted gene, 37414 [Source:MGI Symbol;Acc:MGI:5610642]	
ENSMUSG00000070823	Gm1043	predicted gene 1043 [Source:MGI Symbol;Acc:MGI:2685889]	381634
ENSMUSG00000104006	Gm38333	predicted gene, 38333 [Source:MGI Symbol;Acc:MGI:5611561]	
ENSMUSG00000024339	Tap2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP) [Source:MGI Symbol;Acc:MGI:98484]	21355
ENSMUSG00000039133	9330171B17Rik	RIKEN cDNA 9330171B17 gene [Source:MGI Symbol;Acc:MGI:3696417]	
ENSMUSG00000033174	Mgll	monoglyceride lipase [Source:MGI Symbol;Acc:MGI:1346042]	23945
ENSMUSG00000075410	Gm11744	predicted gene 11744 [Source:MGI Symbol;Acc:MGI:3649529]	100038570
ENSMUSG00000028879	Stx12	syntaxin 12 [Source:MGI Symbol;Acc:MGI:1931027]	100226
ENSMUSG00000030301	Ccdc91	coiled-coil domain containing 91 [Source:MGI Symbol;Acc:MGI:1914265]	67015
ENSMUSG00000074968	Ano3	anoctamin 3 [Source:MGI Symbol;Acc:MGI:3613666]	228432
ENSMUSG00000090236	Car15	carbonic anhydrase 15 [Source:MGI Symbol;Acc:MGI:1931324]	80733
ENSMUSG00000004347	Pde1c	phosphodiesterase 1C [Source:MGI Symbol;Acc:MGI:108413]	18575
ENSMUSG00000031932	Gpr83	G protein-coupled receptor 83 [Source:MGI Symbol;Acc:MGI:95712]	14608
ENSMUSG00000046591	Ticrr	TOPBP1-interacting checkpoint and replication regulator [Source:MGI Symbol;Acc:MGI:1924261]	77011
ENSMUSG00000036273	Lrrk2	leucine-rich repeat kinase 2 [Source:MGI Symbol;Acc:MGI:1913975]	66725
ENSMUSG00000096695	Olfr196	olfactory receptor 196 [Source:MGI Symbol;Acc:MGI:3030030]	258775
ENSMUSG00000069259	Prl6a1	prolactin family 6, subfamily a, member 1 [Source:MGI Symbol;Acc:MGI:1206579]	19111
ENSMUSG00000103913	Gm18403	predicted gene, 18403 [Source:MGI Symbol;Acc:MGI:5010588]	
ENSMUSG00000102466	Gm38200	predicted gene, 38200 [Source:MGI Symbol;Acc:MGI:5611428]	
ENSMUSG00000021549	Rasa1	RAS p21 protein activator 1 [Source:MGI Symbol;Acc:MGI:97860]	218397
ENSMUSG00000108712	RP23-146B24.1		
ENSMUSG00000109020	OR5AC1	olfactory receptor 197 (Olfr197), mRNA [Source:RefSeq mRNA;Acc:NM_146484]	
ENSMUSG00000059562	Ccdc154	coiled-coil domain containing 154 [Source:MGI Symbol;Acc:MGI:2685163]	207209
ENSMUSG00000104966	Gm43273	predicted gene 43273 [Source:MGI Symbol;Acc:MGI:5663410]	
ENSMUSG00000029330	Cds1	CDP-diacylglycerol synthase 1 [Source:MGI Symbol;Acc:MGI:1921846]	74596
ENSMUSG00000058631	Vmn1r63	vomeronasal 1 receptor 63 [Source:MGI Symbol;Acc:MGI:3033470]	81017
ENSMUSG00000058631	Vmn1r63	vomeronasal 1 receptor 63 [Source:MGI Symbol;Acc:MGI:3033470]	100039499
ENSMUSG00000083874	Gm7494	predicted gene 7494 [Source:MGI Symbol;Acc:MGI:3643474]	
ENSMUSG00000092470	Gm20518	predicted gene 20518 [Source:MGI Symbol;Acc:MGI:5141983]	
ENSMUSG00000089749	Gm11357	predicted gene 11357 [Source:MGI Symbol;Acc:MGI:3713473]	
ENSMUSG00000091430	Platr19	pluripotency associated transcript 19 [Source:MGI Symbol;Acc:MGI:4936971]	
ENSMUSG00000004098	Col5a3	collagen, type V, alpha 3 [Source:MGI Symbol;Acc:MGI:1858212]	53867
ENSMUSG00000036377	C530008M17Rik	RIKEN cDNA C530008M17 gene [Source:MGI Symbol;Acc:MGI:2444817]	320827
ENSMUSG00000083376	Gm11882	predicted gene 11882 [Source:MGI Symbol;Acc:MGI:3651786]	
ENSMUSG00000073676	Hspe1	heat shock protein 1 (chaperonin 10) [Source:MGI Symbol;Acc:MGI:104680]	15528
ENSMUSG00000006494	Pdk1	pyruvate dehydrogenase kinase, isoenzyme 1 [Source:MGI Symbol;Acc:MGI:1926119]	228026
ENSMUSG00000083940	Gm11298	predicted gene 11298 [Source:MGI Symbol;Acc:MGI:3651396]	
ENSMUSG00000089908	Gm16558	predicted gene 16558 [Source:MGI Symbol;Acc:MGI:4414978]	
ENSMUSG00000003166	Dgcr2	DiGeorge syndrome critical region gene 2 [Source:MGI Symbol;Acc:MGI:892866]	13356
ENSMUSG00000058119	Gm5771	predicted gene 5771 [Source:MGI Symbol;Acc:MGI:3646222]	436523
ENSMUSG00000024269	Tpgs2	tubulin polyglutamylase complex subunit 2 [Source:MGI Symbol;Acc:MGI:1913898]	66648
ENSMUSG00000016495	Plgrkt	plasminogen receptor, C-terminal lysine transmembrane protein [Source:MGI Symbol;Acc:MGI:1915009]	67759
ENSMUSG00000009079	Ewsr1	Ewing sarcoma breakpoint region 1 [Source:MGI Symbol;Acc:MGI:99960]	14030
ENSMUSG00000109012	RP23-355A22.6		
ENSMUSG00000104335	Gm38281	predicted gene, 38281 [Source:MGI Symbol;Acc:MGI:5611509]	
ENSMUSG00000032727	Mier3	mesoderm induction early response 1, family member 3 [Source:MGI Symbol;Acc:MGI:2442317]	218613
ENSMUSG00000024039	Cbs	cystathionine beta-synthase [Source:MGI Symbol;Acc:MGI:88285]	12411
ENSMUSG00000103397	Gm38306	predicted gene, 38306 [Source:MGI Symbol;Acc:MGI:5611534]	
ENSMUSG00000024338	Psmb8	proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7) [Source:MGI Symbol;Acc:MGI:1346527]	16913
ENSMUSG00000081907	Gm13731	predicted gene 13731 [Source:MGI Symbol;Acc:MGI:3650010]	
ENSMUSG00000070853	Olfr1120	olfactory receptor 1120 [Source:MGI Symbol;Acc:MGI:3030954]	259031
ENSMUSG00000105632	Gm43272	predicted gene 43272 [Source:MGI Symbol;Acc:MGI:5663409]	
ENSMUSG00000106364	Gm42994	predicted gene 42994 [Source:MGI Symbol;Acc:MGI:5663131]	
ENSMUSG00000028780	Sema3c	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C [Source:MGI Symbol;Acc:MGI:107557]	20348
ENSMUSG00000106194	Gm43569	predicted gene 43569 [Source:MGI Symbol;Acc:MGI:5663706]	
ENSMUSG00000108145	Gm44191	predicted gene, 44191 [Source:MGI Symbol;Acc:MGI:5690583]	
ENSMUSG00000107369	Gstm2-ps1	glutathione S-transferase mu 2 (muscle), pseudogene 1 [Source:MGI Symbol;Acc:MGI:3648223]	
ENSMUSG00000042155	Klhl23	kelch-like 23 [Source:MGI Symbol;Acc:MGI:2683536]	277396
ENSMUSG00000070852	Olfr1121	olfactory receptor 1121 [Source:MGI Symbol;Acc:MGI:3030955]	258345
ENSMUSG00000020812	1810032O08Rik	RIKEN cDNA 1810032O08 gene [Source:MGI Symbol;Acc:MGI:1913543]	
ENSMUSG00000028820	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated) [Source:MGI Symbol;Acc:MGI:1918764]	71514
ENSMUSG00000041512	4930569F06Rik	RIKEN cDNA 4930569F06 gene [Source:MGI Symbol;Acc:MGI:1925305]	
ENSMUSG00000105031	Gm3511	predicted gene 3511 [Source:MGI Symbol;Acc:MGI:3781688]	
ENSMUSG00000107237	Gm29926	predicted gene, 29926 [Source:MGI Symbol;Acc:MGI:5589085]	
ENSMUSG00000108133	Olfr789	olfactory receptor 789 [Source:MGI Symbol;Acc:MGI:3030623]	258148
ENSMUSG00000081512	Gm15821	predicted gene 15821 [Source:MGI Symbol;Acc:MGI:3801940]	
ENSMUSG00000107793	Gm44035	predicted gene, 44035 [Source:MGI Symbol;Acc:MGI:5690427]	
ENSMUSG00000106909	Gm43122	predicted gene 43122 [Source:MGI Symbol;Acc:MGI:5663259]	
ENSMUSG00000031377	Bmx	BMX non-receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:1101778]	12169
ENSMUSG00000045281	Gpr20	G protein-coupled receptor 20 [Source:MGI Symbol;Acc:MGI:2441803]	239530
ENSMUSG00000018974	Sart3	squamous cell carcinoma antigen recognized by T cells 3 [Source:MGI Symbol;Acc:MGI:1858230]	53890
ENSMUSG00000072660	Gm6288	predicted gene 6288 [Source:MGI Symbol;Acc:MGI:3646376]	
ENSMUSG00000092550	Gm20496	predicted gene 20496 [Source:MGI Symbol;Acc:MGI:5141961]	
ENSMUSG00000038047	Haus6	HAUS augmin-like complex, subunit 6 [Source:MGI Symbol;Acc:MGI:1923389]	230376
ENSMUSG00000101372	Gm19028	predicted gene, 19028 [Source:MGI Symbol;Acc:MGI:5011213]	
ENSMUSG00000047594	Olfr1122	olfactory receptor 1122 [Source:MGI Symbol;Acc:MGI:3030956]	259033
ENSMUSG00000103241	Gm38089	predicted gene, 38089 [Source:MGI Symbol;Acc:MGI:5611317]	
ENSMUSG00000082028	Gm1826	predicted gene 1826 [Source:MGI Symbol;Acc:MGI:3037684]	
ENSMUSG00000102426	Kantr	Kdm5c adjacent non-coding transcript [Source:MGI Symbol;Acc:MGI:1920247]	
ENSMUSG00000073012	Fnd3c2	fibronectin type III domain containing 3C2 [Source:MGI Symbol;Acc:MGI:2685621]	331491
ENSMUSG00000002797	Ggct	gamma-glutamyl cyclotransferase [Source:MGI Symbol;Acc:MGI:95700]	110175
ENSMUSG00000086240	Gm7846	predicted gene 7846 [Source:MGI Symbol;Acc:MGI:3645212]	
ENSMUSG00000043274	Olfr1123	olfactory receptor 1123 [Source:MGI Symbol;Acc:MGI:3030957]	258347
ENSMUSG00000062203	Gspt1	G1 to S phase transition 1 [Source:MGI Symbol;Acc:MGI:1316728]	14852
ENSMUSG00000020283	Pex13	peroxisomal biogenesis factor 13 [Source:MGI Symbol;Acc:MGI:1919379]	72129
ENSMUSG00000107327	Gm7478	predicted gene 7478 [Source:MGI Symbol;Acc:MGI:3648572]	
ENSMUSG00000103529	A730089K16Rik	RIKEN cDNA A730089K16 gene [Source:MGI Symbol;Acc:MGI:2443970]	
ENSMUSG00000108772	RP23-402P24.7		
ENSMUSG00000048411	Gm597	predicted gene 597 [Source:MGI Symbol;Acc:MGI:2685443]	210962
ENSMUSG00000050772	Olfr1124	olfactory receptor 1124 [Source:MGI Symbol;Acc:MGI:3030958]	259030
ENSMUSG00000099975	Gm21617	predicted gene, 21617 [Source:MGI Symbol;Acc:MGI:5434972]	
ENSMUSG00000021548	Ccnh	cyclin H [Source:MGI Symbol;Acc:MGI:1913921]	66671
ENSMUSG00000102910	Gm37722	predicted gene, 37722 [Source:MGI Symbol;Acc:MGI:5610950]	
ENSMUSG00000102183	Gm37188	predicted gene, 37188 [Source:MGI Symbol;Acc:MGI:5610416]	
ENSMUSG00000058194	Olfr1126	olfactory receptor 1126 [Source:MGI Symbol;Acc:MGI:3030960]	258834
ENSMUSG00000099783	Gm28589	predicted gene 28589 [Source:MGI Symbol;Acc:MGI:5579295]	
ENSMUSG00000032561	Acpp	acid phosphatase, prostate [Source:MGI Symbol;Acc:MGI:1928480]	56318
ENSMUSG00000027086	Fastkd1	FAST kinase domains 1 [Source:MGI Symbol;Acc:MGI:2444596]	320720
ENSMUSG00000074404	Gm1698	predicted gene 1698 [Source:MGI Symbol;Acc:MGI:2686544]	
ENSMUSG00000082497	Gm40	predicted pseudogene 40 [Source:MGI Symbol;Acc:MGI:2684886]	
