ABF1	ACE2	ADR1	ARG80	ARG81	ARO80	ASH1	AZF1	BAS1	CAD1	CBF1	CHA4	CIN5	CRZ1	CUP9	DAL81	DAL82	DIG1	DOT6	ECM22	FHL1	FKH1	FKH2	FZF1	GAL4	GAT1	GAT3	GCN4	GCR1	GCR2	GLN3	GRF10.Pho2.	GTS1	HAA1	HAL9	HAP2	HAP3	HAP4	HAP5	HIR1	HIR2	HMS1	HSF1	IME4	INO2	INO4	IXR1	LEU3	MAC1	MAL13	MAL33	MATa1	MBP1	MCM1	MET31	MET4	MIG1	MOT3	MSN1	MSN2	MSN4	MSS11	MTH1	NDD1	NRG1	PDR1	PHD1	PHO4	PUT3	RAP1	RCS1	REB1	RFX1	RGM1	RGT1	RIM101	RLM1	RME1	ROX1	RPH1	RTG1	RTG3	RTS2	SFL1	SFP1	SIG1	SIP4	SKN7	SKO1	SMP1	SOK2	SRD1	STB1	STE12	STP1	STP2	SUM1	SWI4	SWI5	SWI6	THI2	UGA3	USV1	YAP1	YAP3	YAP5	YAP6	YAP7	YBR267W	YFL044C	YJL206C	ZAP1	ZMS1
YER116C	0.82	0.77	0.95	0.48	0.18	0.84	0.18	1	0.83	0.98	0.4	0.34	0.62	0.35	0.46	0.25	0.59	0.95	0.98	0.035	8.8e-09	0.58	0.96	0.61	0.38	0.27	0.0031	0.99	1	0.37	0.84	0.069	0.84	1	0.2	0.31	0.97	0.17	0.53	0.21	0.89	0.34	0.22	0.65	0.018	0.055	0.65	0.28	0.2	0.029	0.11	0.16	0.91	0.7	0.18	0.049	1	0.77	0.1	0.87	0.25	0.94	0.014	0.67	0.6	0.0031	0.9	0.54	0.048	0.00029	0.49	0.88	0.66	0.0077	0.92	0.57	0.53	0.12	0.3	0.7	0.6	0.75	0.95	0.96	0.00077	0.92	0.6	0.78	0.94	0.062	0.96	0.67	0.92	0.93	0.41	0.52	0.99	0.75	0.4	1	0.59	0.93	0.93	0.6	0.087	0.0032	0.43	0.15	0.99	0.56	0.92	0.25	0.42
YER117W	0.82	0.77	0.95	0.48	0.18	0.84	0.18	1	0.83	0.98	0.4	0.34	0.62	0.35	0.46	0.25	0.59	0.95	0.98	0.035	8.8e-09	0.58	0.96	0.61	0.38	0.27	0.0031	0.99	1	0.37	0.84	0.069	0.84	1	0.2	0.31	0.97	0.17	0.53	0.21	0.89	0.34	0.22	0.65	0.018	0.055	0.65	0.28	0.2	0.029	0.11	0.16	0.91	0.7	0.18	0.049	1	0.77	0.1	0.87	0.25	0.94	0.014	0.67	0.6	0.0031	0.9	0.54	0.048	0.00029	0.49	0.88	0.66	0.0077	0.92	0.57	0.53	0.12	0.3	0.7	0.6	0.75	0.95	0.96	0.00077	0.92	0.6	0.78	0.94	0.062	0.96	0.67	0.92	0.93	0.41	0.52	0.99	0.75	0.4	1	0.59	0.93	0.93	0.6	0.087	0.0032	0.43	0.15	0.99	0.56	0.92	0.25	0.42
YER118C	0.54	0.74	0.14	0.75	0.59	0.49	0.6	0.51	0.3	0.47	0.61	0.66	0.55	0.55	0.074	0.79	0.68	0.0086	0.15	0.96	0.3	0.52	0.47	0.64	0.85	0.2	0.43	0.37	0.47	0.11	0.58	0.34	0.9	0.84	0.55	0.35	0.18	0.73	0.75	0.27	0.21	0.55	0.54	0.46	0.099	0.3	0.093	0.59	0.58	0.76	0.54	0.8	0.016	0.63	0.54	0.78	0.74	0.41	0.67	0.71	0.39	0.72	0.64	0.74	0.88	0.8	0.57	0.36	0.94	0.72	0.44	0.45	0.28	1	0.47	0.82	0.69	0.59	0.14	0.42	0.069	0.57	0.4	0.0091	0.77	0.79	0.9	0.76	0.82	0.4	0.38	0.63	0.78	0.22	0.45	0.57	0.9	0.63	0.76	0.11	0.64	0.83	0.38	0.9	0.95	0.49	0.47	0.73	0.83	0.34	0.26	0.69	0.59
YER119C	0.72	0.16	0.46	0.58	0.61	0.42	0.21	0.59	0.18	0.18	0.12	0.78	0.88	0.34	0.71	0.86	0.067	0.64	0.38	0.58	0.76	0.62	0.33	0.5	0.28	0.43	0.28	0.32	0.37	0.88	0.51	0.94	0.044	0.93	0.97	0.73	0.39	0.89	0.92	0.59	0.41	0.82	0.3	0.48	0.072	0.18	0.84	0.28	0.83	0.3	0.049	0.46	0.56	0.46	0.35	0.55	0.012	0.4	0.43	0.43	0.85	0.75	0.47	0.57	0.85	0.66	0.81	0.3	0.13	0.31	0.45	0.95	0.94	0.38	0.87	0.098	0.59	0.55	0.2	0.26	0.15	0.52	0.5	0.27	0.84	0.56	0.19	0.77	0.69	0.91	0.82	0.57	0.76	0.73	0.95	0.87	0.34	0.59	0.49	0.41	0.46	0.97	0.74	0.4	0.16	0.36	0.81	0.1	0.84	0.27	0.38	0.43	0.062
YER119C-A	0.72	0.16	0.46	0.58	0.61	0.42	0.21	0.59	0.18	0.18	0.12	0.78	0.88	0.34	0.71	0.86	0.067	0.64	0.38	0.58	0.76	0.62	0.33	0.5	0.28	0.43	0.28	0.32	0.37	0.88	0.51	0.94	0.044	0.93	0.97	0.73	0.39	0.89	0.92	0.59	0.41	0.82	0.3	0.48	0.072	0.18	0.84	0.28	0.83	0.3	0.049	0.46	0.56	0.46	0.35	0.55	0.012	0.4	0.43	0.43	0.85	0.75	0.47	0.57	0.85	0.66	0.81	0.3	0.13	0.31	0.45	0.95	0.94	0.38	0.87	0.098	0.59	0.55	0.2	0.26	0.15	0.52	0.5	0.27	0.84	0.56	0.19	0.77	0.69	0.91	0.82	0.57	0.76	0.73	0.95	0.87	0.34	0.59	0.49	0.41	0.46	0.97	0.74	0.4	0.16	0.36	0.81	0.1	0.84	0.27	0.38	0.43	0.062
YER120W	0.54	0.74	0.14	0.75	0.59	0.49	0.6	0.51	0.3	0.47	0.61	0.66	0.55	0.55	0.074	0.79	0.68	0.0086	0.15	0.96	0.3	0.52	0.47	0.64	0.85	0.2	0.43	0.37	0.47	0.11	0.58	0.34	0.9	0.84	0.55	0.35	0.18	0.73	0.75	0.27	0.21	0.55	0.54	0.46	0.099	0.3	0.093	0.59	0.58	0.76	0.54	0.8	0.016	0.63	0.54	0.78	0.74	0.41	0.67	0.71	0.39	0.72	0.64	0.74	0.88	0.8	0.57	0.36	0.94	0.72	0.44	0.45	0.28	1	0.47	0.82	0.69	0.59	0.14	0.42	0.069	0.57	0.4	0.0091	0.77	0.79	0.9	0.76	0.82	0.4	0.38	0.63	0.78	0.22	0.45	0.57	0.9	0.63	0.76	0.11	0.64	0.83	0.38	0.9	0.95	0.49	0.47	0.73	0.83	0.34	0.26	0.69	0.59
YER121W	0.72	0.16	0.46	0.58	0.61	0.42	0.21	0.59	0.18	0.18	0.12	0.78	0.88	0.34	0.71	0.86	0.067	0.64	0.38	0.58	0.76	0.62	0.33	0.5	0.28	0.43	0.28	0.32	0.37	0.88	0.51	0.94	0.044	0.93	0.97	0.73	0.39	0.89	0.92	0.59	0.41	0.82	0.3	0.48	0.072	0.18	0.84	0.28	0.83	0.3	0.049	0.46	0.56	0.46	0.35	0.55	0.012	0.4	0.43	0.43	0.85	0.75	0.47	0.57	0.85	0.66	0.81	0.3	0.13	0.31	0.45	0.95	0.94	0.38	0.87	0.098	0.59	0.55	0.2	0.26	0.15	0.52	0.5	0.27	0.84	0.56	0.19	0.77	0.69	0.91	0.82	0.57	0.76	0.73	0.95	0.87	0.34	0.59	0.49	0.41	0.46	0.97	0.74	0.4	0.16	0.36	0.81	0.1	0.84	0.27	0.38	0.43	0.062
YER122C	0.044	0.032	0.45	0.19	0.56	0.26	0.64	0.35	0.39	0.27	0.52	0.08	0.65	0.32	0.27	0.6	0.22	0.48	0.3	0.81	0.42	0.069	0.009	0.55	0.33	0.85	0.52	0.064	0.36	0.43	0.25	0.41	0.64	0.86	0.48	0.24	0.47	0.35	0.46	0.22	0.62	0.23	0.93	0.81	0.14	0.53	0.032	0.29	0.012	0.97	0.95	0.73	0.54	0.29	0.47	0.65	0.27	0.21	0.46	0.4	0.61	0.89	0.79	0.081	0.17	0.25	0.72	0.49	0.75	0.6	0.63	0.55	0.48	0.5	0.89	0.21	0.63	0.4	0.092	0.37	0.017	0.019	0.68	0.3	0.63	0.77	0.31	0.23	0.89	0.45	0.73	0.4	0.94	0.54	0.21	0.6	0.34	0.64	0.24	0.045	0.45	0.25	0.84	0.37	0.84	0.46	0.69	0.64	0.93	0.36	0.35	0.42	0.9
YER123W	0.044	0.032	0.45	0.19	0.56	0.26	0.64	0.35	0.39	0.27	0.52	0.08	0.65	0.32	0.27	0.6	0.22	0.48	0.3	0.81	0.42	0.069	0.009	0.55	0.33	0.85	0.52	0.064	0.36	0.43	0.25	0.41	0.64	0.86	0.48	0.24	0.47	0.35	0.46	0.22	0.62	0.23	0.93	0.81	0.14	0.53	0.032	0.29	0.012	0.97	0.95	0.73	0.54	0.29	0.47	0.65	0.27	0.21	0.46	0.4	0.61	0.89	0.79	0.081	0.17	0.25	0.72	0.49	0.75	0.6	0.63	0.55	0.48	0.5	0.89	0.21	0.63	0.4	0.092	0.37	0.017	0.019	0.68	0.3	0.63	0.77	0.31	0.23	0.89	0.45	0.73	0.4	0.94	0.54	0.21	0.6	0.34	0.64	0.24	0.045	0.45	0.25	0.84	0.37	0.84	0.46	0.69	0.64	0.93	0.36	0.35	0.42	0.9
YER124C	0.0011	7.4e-10	0.71	0.52	0.59	0.13	0.24	0.2	0.84	0.9	0.0018	0.5	0.52	0.24	0.71	0.77	0.57	0.73	0.33	0.67	0.65	0.03	2.7e-05	0.65	0.52	0.94	0.93	0.13	0.45	0.17	0.031	0.82	0.49	0.91	0.32	0.75	0.34	0.63	0.78	0.45	0.87	0.18	0.85	0.84	0.17	0.26	0.2	0.38	0.33	0.88	0.98	0.22	0.01	0.12	0.12	0.5	0.56	0.9	0.68	0.32	0.67	0.23	0.92	0.068	0.12	0.5	0.73	0.22	0.17	0.67	0.39	0.57	0.53	0.87	0.86	0.085	0.072	0.27	0.099	0.22	0.18	0.047	0.46	0.39	0.31	0.085	0.57	0.66	0.4	0.71	0.15	0.45	0.75	0.35	0.55	0.76	0.28	0.72	0.042	0.031	0.13	0.55	0.97	0.23	0.67	0.91	0.5	0.62	0.93	0.69	0.84	0.79	0.58
YER125W	0.0011	7.4e-10	0.71	0.52	0.59	0.13	0.24	0.2	0.84	0.9	0.0018	0.5	0.52	0.24	0.71	0.77	0.57	0.73	0.33	0.67	0.65	0.03	2.7e-05	0.65	0.52	0.94	0.93	0.13	0.45	0.17	0.031	0.82	0.49	0.91	0.32	0.75	0.34	0.63	0.78	0.45	0.87	0.18	0.85	0.84	0.17	0.26	0.2	0.38	0.33	0.88	0.98	0.22	0.01	0.12	0.12	0.5	0.56	0.9	0.68	0.32	0.67	0.23	0.92	0.068	0.12	0.5	0.73	0.22	0.17	0.67	0.39	0.57	0.53	0.87	0.86	0.085	0.072	0.27	0.099	0.22	0.18	0.047	0.46	0.39	0.31	0.085	0.57	0.66	0.4	0.71	0.15	0.45	0.75	0.35	0.55	0.76	0.28	0.72	0.042	0.031	0.13	0.55	0.97	0.23	0.67	0.91	0.5	0.62	0.93	0.69	0.84	0.79	0.58
YER126C	0.1	4e-07	0.13	0.9	0.67	0.32	0.21	0.3	0.51	0.14	0.47	0.45	0.56	0.26	0.23	0.58	0.39	0.61	0.2	0.95	0.38	0.27	0.0058	0.6	0.46	0.62	0.86	0.44	0.55	0.77	0.28	1	0.47	0.89	0.46	0.37	0.39	0.64	0.54	0.33	0.81	0.48	0.67	0.9	0.69	0.52	0.17	0.27	0.72	0.58	0.91	0.67	0.011	0.45	0.2	0.5	0.63	0.61	0.29	0.28	0.67	0.11	0.81	0.22	0.29	0.66	0.29	0.44	0.2	0.69	0.58	0.46	0.21	0.97	0.56	0.31	0.55	0.073	0.26	0.61	0.51	0.19	0.88	0.13	0.44	0.11	0.79	0.38	0.24	0.48	0.06	0.74	0.24	0.66	0.27	0.38	0.51	0.75	0.077	0.022	0.21	0.69	0.72	0.084	0.76	0.45	0.47	0.96	0.57	0.77	0.55	0.39	0.35
YER127W	0.1	4e-07	0.13	0.9	0.67	0.32	0.21	0.3	0.51	0.14	0.47	0.45	0.56	0.26	0.23	0.58	0.39	0.61	0.2	0.95	0.38	0.27	0.0058	0.6	0.46	0.62	0.86	0.44	0.55	0.77	0.28	1	0.47	0.89	0.46	0.37	0.39	0.64	0.54	0.33	0.81	0.48	0.67	0.9	0.69	0.52	0.17	0.27	0.72	0.58	0.91	0.67	0.011	0.45	0.2	0.5	0.63	0.61	0.29	0.28	0.67	0.11	0.81	0.22	0.29	0.66	0.29	0.44	0.2	0.69	0.58	0.46	0.21	0.97	0.56	0.31	0.55	0.073	0.26	0.61	0.51	0.19	0.88	0.13	0.44	0.11	0.79	0.38	0.24	0.48	0.06	0.74	0.24	0.66	0.27	0.38	0.51	0.75	0.077	0.022	0.21	0.69	0.72	0.084	0.76	0.45	0.47	0.96	0.57	0.77	0.55	0.39	0.35
YER128W	0.53	0.58	0.49	0.59	0.088	0.46	0.81	0.11	0.3	0.18	0.14	0.19	0.75	0.53	0.074	0.63	0.88	0.65	0.29	0.19	0.43	0.76	0.63	0.53	0.86	0.58	0.27	0.35	0.48	0.91	0.84	0.4	0.92	0.69	0.83	0.078	0.68	0.4	0.52	0.052	0.68	0.68	0.4	0.56	0.35	0.51	0.75	0.54	0.74	0.56	0.37	0.44	0.54	0.23	0.73	0.75	0.23	0.16	0.7	0.45	0.27	0.13	0.16	0.45	0.62	0.66	0.46	0.29	0.43	0.68	0.37	0.68	0.079	0.57	0.81	0.98	0.9	0.44	0.58	0.63	0.83	0.81	0.033	0.73	0.95	0.28	0.3	0.8	0.02	0.52	1	0.87	0.91	0.71	0.7	0.38	0.52	0.39	0.51	5.4e-08	0.76	0.72	0.022	0.49	1	0.51	0.51	0.047	0.64	0.53	0.49	0.35	0.42
YER129W	0.69	0.068	0.52	0.32	0.38	0.22	0.77	0.19	0.85	0.38	0.81	0.013	0.74	0.83	0.54	0.61	0.89	0.4	0.44	0.56	0.62	0.44	0.24	0.89	0.49	0.38	0.55	0.26	0.18	0.38	0.38	0.94	0.047	0.77	0.49	0.17	0.46	0.21	0.56	0.42	0.76	0.36	0.63	0.51	0.083	0.2	0.5	0.39	0.4	0.69	0.68	0.51	0.26	0.16	0.33	0.72	0.45	0.59	0.42	0.34	0.8	0.67	0.26	0.64	0.54	0.6	0.73	2.1e-06	0.29	0.81	0.56	0.54	0.4	0.42	0.95	0.032	0.033	0.61	0.64	0.64	0.57	0.0016	0.7	0.019	0.11	0.7	0.86	0.8	0.78	0.81	0.82	0.42	0.94	0.32	0.63	0.48	0.73	0.73	0.13	0.38	0.55	0.94	0.46	0.17	0.3	0.43	0.81	0.42	0.92	0.24	0.18	0.48	0.68
YER130C	0.6	0.85	0.8	0.42	0.58	0.51	0.15	0.17	0.78	0.83	0.74	0.84	0.48	0.46	0.33	0.57	0.4	0.65	0.85	0.45	2.7e-05	0.5	0.24	0.72	0.096	0.84	0.85	0.56	0.21	0.58	0.36	0.54	0.4	0.96	0.37	0.61	0.58	0.53	0.69	0.14	0.027	0.3	0.61	0.94	0.11	0.062	0.66	0.52	0.22	0.31	0.68	0.45	0.54	0.13	0.2	0.055	0.3	0.87	0.25	0.38	0.24	0.37	0.86	0.28	0.76	0.33	0.87	0.87	0.043	0.0054	0.77	0.47	0.82	0.8	0.66	0.25	0.027	0.49	0.22	0.3	0.64	0.28	0.79	0.75	0.16	0.36	0.6	0.77	0.5	0.61	0.44	0.75	0.92	0.63	0.81	0.56	0.098	0.53	0.29	0.53	0.47	0.61	0.98	0.053	0.69	0.25	0.48	0.75	0.95	0.95	0.95	0.52	0.9
YER131W	0.6	0.85	0.8	0.42	0.58	0.51	0.15	0.17	0.78	0.83	0.74	0.84	0.48	0.46	0.33	0.57	0.4	0.65	0.85	0.45	2.7e-05	0.5	0.24	0.72	0.096	0.84	0.85	0.56	0.21	0.58	0.36	0.54	0.4	0.96	0.37	0.61	0.58	0.53	0.69	0.14	0.027	0.3	0.61	0.94	0.11	0.062	0.66	0.52	0.22	0.31	0.68	0.45	0.54	0.13	0.2	0.055	0.3	0.87	0.25	0.38	0.24	0.37	0.86	0.28	0.76	0.33	0.87	0.87	0.043	0.0054	0.77	0.47	0.82	0.8	0.66	0.25	0.027	0.49	0.22	0.3	0.64	0.28	0.79	0.75	0.16	0.36	0.6	0.77	0.5	0.61	0.44	0.75	0.92	0.63	0.81	0.56	0.098	0.53	0.29	0.53	0.47	0.61	0.98	0.053	0.69	0.25	0.48	0.75	0.95	0.95	0.95	0.52	0.9
YER132C	0.74	0.42	0.68	0.51	0.77	0.44	0.66	0.58	0.4	0.75	0.47	0.97	0.095	0.65	0.33	0.54	0.84	0.25	0.055	0.6	0.62	0.94	0.57	0.023	0.86	0.66	0.79	0.68	0.58	0.33	0.43	0.16	0.44	0.84	0.066	0.23	0.54	0.4	0.11	0.058	0.074	0.49	0.67	0.81	0.21	0.47	0.46	0.14	0.51	0.41	0.69	0.59	0.1	0.59	0.29	0.41	0.29	0.18	0.18	0.052	0.13	0.042	0.24	0.65	0.43	0.55	0.59	0.13	0.41	0.75	0.27	0.65	0.64	0.6	0.13	0.46	0.56	0.38	0.12	0.55	0.3	0.41	0.44	0.047	0.27	0.014	0.61	0.42	0.12	0.0068	0.018	0.32	0.9	0.36	0.21	0.52	0.4	0.55	0.43	0.69	0.26	0.65	0.72	0.33	0.7	0.74	0.19	0.86	0.92	0.86	0.92	0.61	0.49
YER133W	0.56	0.43	0.15	0.11	0.22	0.28	0.99	0.5	0.77	0.98	0.91	0.023	0.23	0.34	0.42	0.21	0.78	0.063	0.55	0.92	0.65	0.61	0.3	0.026	0.43	0.98	0.58	0.072	0.17	0.022	0.0039	0.21	0.21	0.18	0.1	0.24	0.017	0.066	0.043	0.05	0.36	0.6	0.99	0.74	0.63	0.9	0.001	0.18	0.17	1	0.67	0.43	0.52	0.03	0.017	0.96	0.77	0.65	0.41	0.014	0.067	0.84	0.79	0.76	0.21	0.42	0.06	1	0.61	0.64	0.11	0.017	0.042	0.85	0.88	0.13	0.55	0.51	0.11	0.42	0.0049	0.1	0.5	0.15	1	0.8	0.91	0.5	0.98	0.066	0.96	0.18	0.52	0.052	0.11	0.36	0.35	0.71	0.36	0.31	0.039	0.0039	0.031	0.086	0.9	0.99	0.39	0.98	0.42	0.36	0.3	0.37	0.33
YER134C	0.44	0.63	0.27	0.18	0.78	0.78	0.57	0.82	0.78	0.42	0.085	0.38	0.79	0.92	0.52	0.87	0.015	0.7	0.58	0.63	0.33	0.58	0.61	0.19	0.95	0.042	0.1	0.64	0.67	0.82	0.82	0.43	0.53	0.12	0.9	0.96	0.44	0.47	0.83	0.92	0.56	0.49	0.43	0.17	0.88	0.6	0.95	0.5	0.35	0.36	0.53	0.22	0.11	0.46	0.55	0.94	0.89	0.81	0.71	0.44	0.51	0.63	0.055	0.55	0.61	0.75	0.22	0.53	0.5	0.71	0.37	0.49	0.9	0.27	0.66	0.59	0.91	0.43	0.58	0.27	0.33	0.76	0.86	0.81	0.78	0.4	0.37	0.24	0.43	0.67	0.5	0.34	0.2	0.44	0.36	0.54	0.83	0.64	0.51	0.26	0.61	0.71	0.58	0.69	0.15	0.51	0.95	0.16	0.16	0.73	0.77	0.52	0.61
YER135C	0.47	0.88	0.98	0.0049	0.47	0.19	0.79	0.63	0.069	0.5	0.74	0.27	0.14	0.86	0.015	0.35	0.99	0.26	0.38	0.63	0.7	0.71	0.46	0.41	0.42	0.5	0.11	0.44	0.31	0.3	0.34	0.16	0.82	0.97	0.088	0.3	0.18	0.45	0.21	0.78	0.077	0.037	0.45	0.6	0.35	0.5	0.087	0.014	0.073	0.75	0.057	0.21	0.93	0.47	0.15	0.32	0.39	0.0041	0.81	0.42	0.83	0.17	0.76	0.84	0.69	0.56	0.87	0.37	0.053	0.65	0.65	0.057	0.67	0.98	0.32	0.44	0.39	0.59	0.11	0.73	0.13	0.037	0.014	0.95	0.94	0.81	0.76	0.92	0.48	0.37	0.17	0.43	0.95	0.048	0.12	0.23	0.11	0.95	0.6	0.9	0.52	0.38	0.76	0.49	0.088	0.32	0.61	0.29	0.9	0.89	0.77	0.15	0.21
YER136W	0.6	0.7	0.97	0.51	0.8	0.89	0.18	0.36	0.82	0.81	0.44	0.92	0.52	0.82	0.64	0.75	0.86	0.38	0.65	0.32	0.72	0.021	0.59	0.53	0.4	0.43	0.33	0.78	0.31	0.16	0.9	0.88	0.42	0.88	0.85	0.27	0.51	0.78	0.72	0.55	0.13	0.00063	0.066	0.92	0.029	0.25	0.43	0.88	0.5	0.42	0.32	0.84	0.099	0.025	0.32	0.43	0.57	0.2	0.65	0.93	0.69	0.88	0.12	0.018	0.48	0.66	0.043	0.66	0.59	0.83	0.91	0.4	0.83	0.69	0.9	0.18	0.19	0.44	0.35	0.64	0.37	0.61	0.31	0.86	0.14	0.72	0.1	0.33	0.92	0.51	0.82	0.2	0.77	0.11	0.68	0.81	0.79	0.67	0.8	0.36	0.88	0.35	0.17	0.62	0.19	0.85	0.48	0.063	0.78	0.55	0.69	0.29	0.42
YER137C	0.85	0.41	0.97	0.52	0.47	0.87	0.1	0.51	0.94	0.11	0.51	0.54	0.49	0.6	0.22	0.44	0.46	0.079	0.91	0.075	0.27	0.63	0.58	0.89	0.43	0.42	0.13	1	0.021	0.055	0.99	0.55	0.51	0.95	0.27	0.14	0.88	0.86	0.94	0.43	0.08	0.35	0.17	0.86	0.2	0.54	0.62	0.063	0.16	0.56	0.74	0.58	0.058	0.64	0.46	0.19	0.71	0.0045	0.2	1	0.98	0.69	0.064	0.094	0.61	0.074	0.83	1	0.021	0.83	0.78	0.74	0.46	0.27	0.46	0.57	0.04	0.36	0.0094	1	0.8	0.87	0.023	0.57	0.53	0.9	0.92	0.44	0.79	0.032	0.82	0.7	0.43	0.3	0.3	0.25	0.32	0.38	0.79	0.75	0.96	0.35	0.34	0.86	0.12	0.078	0.17	0.17	0.96	0.83	0.91	0.52	0.012
YER137C-A	0.82	0.31	0.51	0.18	0.18	0.22	0.4	0.4	0.27	0.3	0.6	0.66	0.28	0.6	0.15	0.21	0.96	0.061	0.62	0.45	0.86	0.11	0.42	0.46	0.28	0.61	0.46	0.42	0.00019	0.082	0.58	0.97	0.17	0.52	0.17	0.11	0.43	0.57	0.39	0.086	0.0048	0.19	0.64	0.56	0.78	0.91	0.2	0.072	0.5	0.36	0.6	0.34	0.22	0.53	0.3	0.76	0.45	0.04	0.45	0.91	0.79	0.88	0.57	0.43	0.68	0.34	0.56	0.84	0.55	0.62	0.18	0.42	0.59	0.52	0.68	0.13	0.044	0.077	0.59	1	0.92	0.56	0.0087	0.86	0.81	0.92	0.56	0.22	0.92	0.76	0.84	0.15	0.33	0.62	0.21	0.55	0.042	0.97	0.31	0.21	0.56	0.65	0.54	0.83	0.53	0.12	0.37	0.18	0.17	0.81	0.9	0.35	0.59
YER138C	0.27	0.15	0.3	0.0079	0.049	0.042	0.97	0.29	0.081	0.99	0.98	0.34	0.5	0.027	0.072	0.3	0.39	1e-04	0.21	0.86	0.45	0.26	0.024	0.24	0.0081	0.66	0.94	0.036	0.018	0.077	0.041	0.57	0.0028	0.043	0.072	0.061	0.12	0.037	0.026	0.28	0.028	0.26	0.82	0.26	0.58	0.83	0.54	0.0017	0.0096	0.75	0.71	0.2	0.39	0.0052	0.015	0.22	0.93	0.97	0.43	0.032	0.24	0.99	0.98	0.15	0.22	0.19	0.42	0.97	0.51	0.6	0.098	0.19	0.6	0.99	0.98	0.019	0.0025	0.031	0.51	0.047	0.23	0.0099	0.15	0.97	0.065	0.99	0.77	0.38	0.99	0.45	0.99	0.073	0.07	0.068	0.071	0.33	0.069	0.52	0.0035	0.012	0.0065	0.77	0.68	0.017	0.96	0.95	0.35	0.92	0.18	0.31	0.021	0.024	0.93
YER138W-A	0.82	0.31	0.51	0.18	0.18	0.22	0.4	0.4	0.27	0.3	0.6	0.66	0.28	0.6	0.15	0.21	0.96	0.061	0.62	0.45	0.86	0.11	0.42	0.46	0.28	0.61	0.46	0.42	0.00019	0.082	0.58	0.97	0.17	0.52	0.17	0.11	0.43	0.57	0.39	0.086	0.0048	0.19	0.64	0.56	0.78	0.91	0.2	0.072	0.5	0.36	0.6	0.34	0.22	0.53	0.3	0.76	0.45	0.04	0.45	0.91	0.79	0.88	0.57	0.43	0.68	0.34	0.56	0.84	0.55	0.62	0.18	0.42	0.59	0.52	0.68	0.13	0.044	0.077	0.59	1	0.92	0.56	0.0087	0.86	0.81	0.92	0.56	0.22	0.92	0.76	0.84	0.15	0.33	0.62	0.21	0.55	0.042	0.97	0.31	0.21	0.56	0.65	0.54	0.83	0.53	0.12	0.37	0.18	0.17	0.81	0.9	0.35	0.59
YER139C	0.66	0.35	0.24	0.47	0.084	0.36	0.54	0.44	0.22	0.24	0.93	0.31	0.72	0.62	0.84	0.86	0.84	0.26	0.0065	0.94	0.36	0.37	1	0.077	0.4	0.39	0.94	0.093	0.17	0.2	0.018	0.95	0.87	0.52	0.69	0.1	0.083	0.44	0.42	0.18	0.65	0.7	0.75	0.024	0.92	0.52	0.38	0.81	0.16	0.36	0.17	0.98	0.72	0.33	0.72	0.79	0.34	0.5	0.62	0.62	0.29	0.043	0.93	0.51	0.11	0.074	0.62	0.62	0.89	0.75	0.057	0.83	0.39	0.8	0.22	0.11	0.33	0.53	0.36	1	0.0031	0.44	0.35	1	0.71	0.15	0.02	0.18	0.25	0.85	0.31	0.11	0.28	0.64	0.79	0.6	0.7	0.84	0.47	0.00015	0.044	0.48	0.41	0.72	0.96	0.31	0.63	0.93	0.49	0.31	0.32	0.21	1
YER140W	0.66	0.35	0.24	0.47	0.084	0.36	0.54	0.44	0.22	0.24	0.93	0.31	0.72	0.62	0.84	0.86	0.84	0.26	0.0065	0.94	0.36	0.37	1	0.077	0.4	0.39	0.94	0.093	0.17	0.2	0.018	0.95	0.87	0.52	0.69	0.1	0.083	0.44	0.42	0.18	0.65	0.7	0.75	0.024	0.92	0.52	0.38	0.81	0.16	0.36	0.17	0.98	0.72	0.33	0.72	0.79	0.34	0.5	0.62	0.62	0.29	0.043	0.93	0.51	0.11	0.074	0.62	0.62	0.89	0.75	0.057	0.83	0.39	0.8	0.22	0.11	0.33	0.53	0.36	1	0.0031	0.44	0.35	1	0.71	0.15	0.02	0.18	0.25	0.85	0.31	0.11	0.28	0.64	0.79	0.6	0.7	0.84	0.47	0.00015	0.044	0.48	0.41	0.72	0.96	0.31	0.63	0.93	0.49	0.31	0.32	0.21	1
YER141W	0.35	0.59	0.34	0.31	0.57	0.25	0.7	0.18	0.56	0.0033	0.88	0.14	0.085	0.68	0.72	0.84	0.27	0.37	0.92	0.64	0.4	0.05	0.64	0.39	1	0.81	0.34	0.57	0.39	0.61	0.59	0.48	0.54	0.41	0.35	0.7	0.42	0.68	0.19	0.82	0.41	0.44	0.47	0.54	0.77	0.8	0.19	0.97	0.3	0.38	0.71	0.037	0.89	0.77	0.74	0.54	0.88	0.17	0.77	0.88	0.78	0.25	0.063	0.26	0.56	0.28	0.62	0.49	0.63	0.81	0.62	0.7	0.081	0.48	0.39	0.43	0.96	0.32	0.44	0.4	0.35	0.93	0.83	0.23	0.94	0.21	0.67	0.23	0.63	0.92	0.3	0.57	0.53	0.6	0.38	0.83	0.87	0.52	0.48	0.36	0.97	0.53	0.77	0.034	0.29	0.28	0.27	0.12	0.31	1	1	0.73	0.23
